numero_cta,nivel,tipo_cta,nombre
52020515,4,5,REPARACION SACOS VACIOS
52020516,4,5,IMPTOS. Y GTOS DE EXPORTACION
52020517,4,5,ASESORIA AGRICOLA
52020518,4,5,HORAS EXTRAS
52020519,4,5,VACACIONES
52020599,4,5,GASTOS MISCELANEOS
52020599-33,5,5,GASTOS MISCELANEOS CAFE PILADO Y TRILLADO
52025140,4,5,COMISION VENTAS CAFE
52025150,4,5,REPARACION SACOS VACIOS
52025150-31,5,5,REPARACION SACOS VACIOS CAFE PERGAMINO
52050000,3,5,COSTOS INDIRECTOS GANADERIA
52050001,4,5,PRODUCTOS VETERINARIOS
52050002,4,5,CORTE HIERBA P/ALIMENTO
52050003,4,5,DESPARASITAR GANADO
52050004,4,5,ESTAMPAR GANADO
52050005,4,5,MANEJO Y TRANSPORTE
52050006,4,5,SUELDOS Y JORNALES
52050007,4,5,CHAPEO POTREROS
52050008,4,5,REPARACIONES VARIAS
52050008-33,5,5,REPARACIONES VARIAS CAFE PILADO Y TRILLADO
52050009,4,5,EMPALIZADA
52050010,4,5,BAÑAR GANADO
52050011,4,5,MATERIAL GASTABLE
52050012,4,5,LIMPIEZA Y DRENAJE POTREROS
52050013,4,5,FOMENTO PASTOS
52050014,4,5,SERVICIO AGUA
52050015,4,5,ENERGIA ELECTRICA
52050016,4,5,COMISION/PRODUCCION
52050099,4,5,GASTOS MISCELANEOS
52990000,3,5,CIERRE (PRODUCCION CAFE)
52990001,4,5,CIERRE (PRODUCCION CAFE)
54000000,2,5,Fomento de Cultivos
54010000,3,5,COSTO PRIMO
54010001,4,5,MATERIA PRIMA
54010002,4,5,MATERIA EMPAQUE
54010090,4,5,A
54020000,3,5,COSTOS INDIRECTOS FOMENTO CULTIVOS
54020001,4,5,PREPARACION TERRENOS
54020002,4,5,JORNALES FERTILIZACION
54020003,4,5,FERTILIZANTES Y OTROS
54020004,4,5,CONTROL SOMBRA
54020005,4,5,APORQUE Y PODA
54020006,4,5,MANEJO Y TRANSPORE
54020007,4,5,LIMPIEZA MALEZA
54020008,4,5,POSTURA HORQUETAS
54020009,4,5,EMPALIZADA
54020010,4,5,CONTROL FITO-SANITARIO
54020011,4,5,CONTROL DRENAJE
54020012,4,5,SIEMBRA Y TRASPLANTE
54020013,4,5,IMPIEZA TRONCOS
54020014,4,5,PREPARACION GERMINADOR
54020015,4,5,PREPARACION FUNDAS
54020016,4,5,REGAR VIVERO
54020017,4,5,SUELDOS Y JORNALES
54020018,4,5,MATERIAL GASTABLE
54020019,4,5,HORAS EXTRAS
54020020,4,5,PAGOS TEMPOREROS
54020021,4,5,A.R.S.
54020022,4,5,A.F.P.
54020023,4,5,REGALIA PASCUAL
54020024,4,5,VACACIONES
54020025,4,5,SEGURO SOCIAL
54020026,4,5,PRESTACIONES LABORALES
54020027,4,5,GASTOS COMEDOR EMPLEADOS
54020028,4,5,ATENCION FUNCIONARIOS Y EMP.
54020029,4,5,RECLUTAMIENTO Y SELECCION
54020030,4,5,BONO VACACIONAL
54020031,4,5,AYUDAS Y REGALOS AL PERSONAL
54020032,4,5,AUSENCIAS PAGADAS
54020033,4,5,TRANSPORTE AL PERSONAL
54020034,4,5,CAPACITACION Y ENTRENAMIENTO INTER
54020035,4,5,SEGUROS INCENDIOS Y ALIADOS
54020036,4,5,SEGUROS DE VEHICULOS
54020037,4,5,ENERGIA ELECTRICA
54020038,4,5,COMBUSTIBLES Y LUBRICANTES
54020039,4,5,AGUA
54020040,4,5,BASURA
54020041,4,5,TELEFONOS
54020042,4,5,CORREO Y COURRIER
54020043,4,5,VIGILANCIA Y P. PERSONAS MORALES
54020044,4,5,VIGILANCIA PERSONA FISICA
54020045,4,5,VIAJES Y REPRESENTACION LOCAL
54020046,4,5,COMBUSTIBLES
54020047,4,5,REPARACIONES
54020048,4,5,MANTENIMIENTOS
54020049,4,5,IMPUESTOS, PLACAS Y REVISTAS
54020050,4,5,IMPRESOS
54020051,4,5,MANO DE OBRA TERCERO-EDIFICIO
54020052,4,5,MANO DE OBRA TERCERO-MAQUINARIA Y
54020053,4,5,MANO DE OBRA TERCERO-MOBILIARIO Y
54020054,4,5,MATERIALES EDIFICIO
54020055,4,5,MATERIALES MAQUINARIA Y EQUIPO
54020056,4,5,MATERIALES MOBILIARIO Y UTILES
54020057,4,5,MANO DE OBRA PROPIA-EDIFICIO
54020058,4,5,MANO DE OBRA PROPIA-MAQUINARIA Y E
54020059,4,5,MANO DE OBRA PROPIA-MOBILIARIO Y UT
54020060,4,5,DEPRECIACION EDIFICACIONES
54020061,4,5,DEPRECIACION MAQUINARIAS Y EQUIPOS
54020062,4,5,DEPRECIACION MOBILIARIOS Y EQUIPOS
54020063,4,5,DEPRECIACION VEHICULOS
54020064,4,5,ASESORIA AGRICOLA
54020065,4,5,RIESGO DE SALUD
54020099,4,5,GASTOS MISCELANEOS
54030000,3,5,COSTOS INDIRECTOS CULTIVO CAFÉ
54030001,4,5,JORNALES FERTILIZACION
54030002,4,5,FERTILIZANTES Y OTROS
54030003,4,5,CONTROL SOMBRA
54030004,4,5,APORQUE Y PODA
54030005,4,5,MANEJO Y TRANSPORTE
54030006,4,5,LIMPIEZA MALEZA
54030007,4,5,POSTURA HORQUETAS
54030008,4,5,CONTROL FITO-SANITARIO
54030009,4,5,CONTROL DRENAJE
54030010,4,5,LIMPIEZA DE TRONCOS
54030011,4,5,SUELDOS Y JORNALES
54030012,4,5,MATERIAL GASTABLE
54030013,4,5,CORTE ARBOLES IMPRODUCTIVOS
54030014,4,5,FLETE CAFÉ (R.A.)
54030015,4,5,GASTOS MISCELANEOS
54990000,3,5,CIERRE (FOMENTO CULTIVOS
54990001,4,5,CIERRE (FOMENTO CULTIVOS)
55000000,2,5,Costos de Cultivos
55010000,3,5,COSTO PRIMO
55010001,4,5,MATERIA PRIMA
55010002,4,5,MATERIAL DE EMPAQUE
55010100,3,5,LABOR EN FINCA
55010101,4,5,LABOR FOMENTO CULTIVO DE CAFE
55010101-21,5,5,LABOR FOMENTO CULTIVO DE CAFE RANCHO ARRIBA
55010101-22,5,5,LABOR FOMENTO CULTIVO DE CAFE LA COLONIA
55010101-23,5,5,LABOR FOMENTO CULTIVO DE CAFE AGROCASA
55010102,4,5,LABOR MANTENIMIENTO DE PLANTACION
55010102-00,5,5,LABOR MANTENIMIENTO DE PLANTACION GENERAL
55010102-21,5,5,LABOR MANTENIMIENTO DE PLANTACION RANCHO ARRIBA
55010102-22,5,5,LABOR MANTENIMIENTO DE PLANTACION LA COLONIA
55010102-23,5,5,LABOR MANTENIMIENTO DE PLANTACION AGROCASA
55010103,4,5,LABOR MANEJO DE TEJIDOS
55010103-21,5,5,LABOR MANEJO DE TEJIDOS RANCHO ARRIBA
55010103-22,5,5,LABOR MANEJO DE TEJIDOS LA COLONIA
55010103-23,5,5,LABOR MANEJO DE TEJIDOS AGROCASA
55010104,4,5,LABOR MANEJO DE PLAGAS Y ENFERMEDADES
55010104-21,5,5,LABOR MANEJO DE PLAGAS Y ENFERMEDADES RANCHO ARRIBA
55010104-22,5,5,LABOR MANEJO DE PLAGAS Y ENFERMEDADES LA COLONIA
55010104-23,5,5,LABOR MANEJO DE PLAGAS Y ENFERMEDADES AGROCASA
55010105,4,5,LABOR COSECHA Y/O RECOLECCION
55010105-00,5,5,LABOR COSECHA Y RECOLECCION GENERAL
55010105-21,5,5,LABOR COSECHA Y RECOLECCION RANCHO ARRIBA
55010105-22,5,5,LABOR COSECHA Y RECOLECCION LA COLONIA
55010105-23,5,5,LABOR COSECHA Y RECOLECCION AGROCASA
55010106,4,5,LABOR SIEMBRA
55010106-21,5,5,LABOR SIEMBRA RANCHO ARRIBA
55010106-22,5,5,LABOR SIEMBRA LA COLONIA
55010106-23,5,5,LABOR SIEMBRA AGROCASA
55010107,4,5,LABOR VIVEROS.
55010107-21,5,5,LABOR VIVEROS RANCHO ARRIBA
55010107-22,5,5,LABOR VIVEROS LA COLONIA
55010107-23,5,5,LABOR VIVEROS AGROCASA
55010199,4,5,LABOR OTRAS ACTIVIDADES
55010199-21,5,5,LABOR OTRAS ACTIVIDADES RANCHO ARRIBA
55010199-22,5,5,LABOR OTRAS ACTIVIDADES LA COLONIA
55010199-23,5,5,LABOR OTRAS ACTIVIDADES AGROCASA
55010200,3,5,LABOR OBREROS APLICADA EN FINCAS
55010300,3,5,LABOR AJUSTEROS APLICADA EN FINCAS
55020000,3,5,MANO DE OBRA DIRECTA
55020001,4,5,RECOLECCION CAFÉ DEL ARBOL
55020001-21,5,5,RECOLECCION CAFÉ DEL ARBOL RANCHO ARRIBA
55020001-22,5,5,RECOLECCION CAFÉ DEL ARBOL LA COLONIA
55020001-23,5,5,RECOLECCION CAFÉ DEL ARBOL AGROCASA
55020002,4,5,MEDIDAS A LOS RECOLECTORES
55020003,4,5,TRASLADO A LAS DESPULPADORAS
55020004,4,5,CLASIFICACION Y DESPULPADO
55020004-21,5,5,CLASIFICACION Y DESPULPADO RANCHO ARRIBA
55020005,4,5,FERMENTACION DEL CAFÉ
55030000,3,5,COSTOS INDIRECTOS CULTIVO CAFÉ
55030001,4,5,JORNALES FERTILIZACION Y OTROS
55030002,4,5,FERTILIZANTES (ABONOS)
55030002-21,5,5,FERTILIZANTES (ABONOS) RANCHO ARRIBA
55030003,4,5,CONTROL SOMBRA
55030003-23,5,5,CONTROL SOMBRA AGROCASA
55030004,4,5,PODA CAFE
55030004-21,5,5,PODA CAFE RANCHO ARRIBA
55030004-22,5,5,PODA CAFE LA COLONIA
55030005,4,5,MANEJO Y TRANSPORTE
55030005-21,5,5,MANEJO Y TRANSPORTE RANCHO ARRIBA
55030005-22,5,5,MANEJO Y TRANSPORTE LA COLONIA
55030005-23,5,5,MANEJO Y TRANSPORTE AGROCASA
55030006,4,5,LIMPIEZA MALEZA
55030006-21,5,5,LIMPIEZA MALEZA RANCHO ARRIBA
55030006-22,5,5,LIMPIEZA MALEZA LA COLONIA
55030006-23,5,5,LIMPIEZA MALEZA AGROCASA
55030007,4,5,EMPALIZADA
55030007-21,5,5,EMPALIZADA RANCHO ARRIBA
55030007-22,5,5,EMPALIZADA LA COLONIA
55030007-23,5,5,EMPALIZADA AGROCASA
55030008,4,5,REPARACIONES VARIAS
55030008-21,5,5,REPARACIONES VARIAS RANCHO ARRIBA
55030008-22,5,5,REPARACIONES VARIAS LA COLONIA
55030008-23,5,5,REPARACIONES VARIAS AGROCASA
55030009,4,5,CONTROL FITO-SANITARIO(INSUMOS)
55030009-21,5,5,CONTROL FITO-SANITARIO(INSUMOS) RANCHO ARRIBA
55030009-22,5,5,CONTROL FITO-SANITARIO(INSUMOS) LA COLONIA
55030009-23,5,5,CONTROL FITO-SANITARIO(INSUMOS) AGROCASA
55030010,4,5,CONTROL DRENAJE
55030010-23,5,5,CONTROL DRENAJE AGROCASA
55030011,4,5,LIMPIEZA DE TRONCOS
55030012,4,5,SUELDOS Y JORNALES
55030012-21,5,5,SUELDOS Y JORNALES RANCHO ARRIBA
55030012-22,5,5,SUELDOS Y JORNALES LA COLONIA
55030013,4,5,MATERIAL GASTABLE
55030013-21,5,5,MATERIAL GASTABLE RANCHO ARRIBA
55030013-22,5,5,MATERIAL GASTABLE LA COLONIA
55030014,4,5,CORTE ARBOLES IMPRODUCTIVOS
55030015,4,5,FLETE CAFE (R.A.)
55030015-00,5,5,FLETE CAFE (R.A.) GENERAL
55030015-21,5,5,FLETE CAFE (R.A.) RANCHO ARRIBA
55030015-22,5,5,FLETE CAFE (R.A.) LA COLONIA
55030015-23,5,5,FLETE CAFE (R.A.) AGROCASA
55030016,4,5,MANTENIMIENTO DESPULPADO
55030016-21,5,5,MANTENIMIENTO DESPULPADO RANCHO ARRIBA
55030016-22,5,5,MANTENIMIENTO DESPULPADO LA COLONIA
55030017,4,5,ASESORIA AGRICOLA
55030017-21,5,5,ASESORIA AGRICOLA RANCHO ARRIBA
55030018,4,5,REGALIA PASCUAL
55030018-21,5,5,REGALIA PASCUAL RANCHO ARRIBA
55030019,4,5,PRESTACIONES LABORALES
55030019-00,5,5,PRESTACIONES LABORALES GENERAL
55030019-21,5,5,PRESTACIONES LABORALES RANCHO ARRIBA
55030020,4,5,GASTOS DE VIAJES
55030020-21,5,5,GASTOS DE VIAJES RANCHO ARRIBA
55030020-22,5,5,GASTOS DE VIAJES LA COLONIA
55030020-23,5,5,GASTOS DE VIAJES AGROCASA
55030021,4,5,SEGURO SOCIAL
55030021-00,5,5,SEGURO SOCIAL GENERAL
55030021-21,5,5,SEGURO SOCIAL RANCHO ARRIBA
55030022,4,5,FOMENTOS FRUTOS MENORES
55030022-22,5,5,FOMENTOS FRUTOS MENORES LA COLONIA
55030023,4,5,DEPRECIACION EDIFICIOS
55030024,4,5,DEPRECIACION MAQUINARIAS Y EQUIPOS
55030025,4,5,DEPRECIACION MOBILIRIOS Y EQUIPOS
55030026,4,5,DEPRECIACION VEHICULOS
55030027,4,5,IMPRESOS Y EFECTOS DE OFICINA
55030027-21,5,5,IMPRESOS Y EFECTOS DE OFICINA RANCHO ARRIBA
55030028,4,5,ENERGIA ELECTRICA
55030028-21,5,5,ENERGIA ELECTRICA RANCHO ARRIBA
55030029,4,5,COMBUSTIBLES Y LUBRICANTES
55030029-21,5,5,COMBUSTIBLES Y LUBRICANTES RANCHO ARRIBA
55030029-22,5,5,COMBUSTIBLES Y LUBRICANTES LA COLONIA
55030029-23,5,5,COMBUSTIBLES Y LUBRICANTES AGROCASA
55030030,4,5,MANTENIMIENTO PLANTA ELECTRICA
55030030-21,5,5,MANTENIMIENTO PLANTA ELECTRICA RANCHO ARRIBA
55030031,4,5,AGUA Y BASURA
55030032,4,5,MANTEMIENTO Y MEJORA DE EDIFICIO
55030032-21,5,5,MANTEMIENTO Y MEJORA DE EDIFICIO RANCHO ARRIBA
55030032-22,5,5,MANTEMIENTO Y MEJORA DE EDIFICIO LA COLONIA
55030033,4,5,VIGILANCIA Y PORTERIA
55030033-21,5,5,VIGILANCIA Y PORTERIA RANCHO ARRIBA
55030033-22,5,5,VIGILANCIA Y PORTERIA LA COLONIA
55030033-23,5,5,VIGILANCIA Y PORTERIA AGROCASA
55030034,4,5,GRATIFICACIONES Y CONTRIBUCIONES
55030034-21,5,5,GRATIFICACIONES Y CONTRIBUCIONES RANCHO ARRIBA
55030034-22,5,5,GRATIFICACIONES Y CONTRIBUCIONES LA COLONIA
55030035,4,5,BONIFICACIONES
55030035-21,5,5,BONIFICACIONES RANCHO ARRIBA
55030036,4,5,VACACIONES
55030036-21,5,5,VACACIONES RANCHO ARRIBA
55030037,4,5,VIVEROS
55030037-21,5,5,VIVEROS RANCHO ARRIBA
55030038,4,5,RESIEMBRA DE CAFE
55030039,4,5,HORAS EXTRAS
55030040,4,5,A.R.S.
55030042,4,5,A.F.P.
55030043,4,5,SEGURO FAMILIAR DE SALUD
55030044,4,5,INFOTEP
55030045,4,5,RIESGO DE SALUD
55030099,4,5,GASTOS MISCELANEOS
55030099-21,5,5,GASTOS MISCELANEOS RANCHO ARRIBA
55030099-22,5,5,GASTOS MISCELANEOS LA COLONIA
55030220,4,5,ATENCIONES A EMPLEADOS
55030220-00,5,5,ATENCIONES A EMPLEADOS GENERAL
55030220-21,5,5,ATENCIONES A EMPLEADOS RANCHO ARRIBA
55030220-22,5,5,ATENCIONES A EMPLEADOS LA COLONIA
55030270,4,5,TELEFONOS
55030270-21,5,5,TELEFONOS RANCHO ARRIBA
55030270-23,5,5,TELEFONOS AGROCASA
55990000,3,5,CIERRE (CULTIVO CAFE)
55990001,4,5,CIERRE (CULTIVO CAFE)
56000000,2,5,Costos de Ventas
56010000,3,5,COSTO DE VENTAS
56010001,4,5,COSTO VENTAS FARMACETICOS
56010002,4,5,COSTO VENTAS CODETEL
56010003,4,5,COSTO VENTAS COSMETICOS
56010004,4,5,COSTO VENTAS ARROZ
56010005,4,5,COSTO VENTAS AFRECHO
56010006,4,5,COSTO VENTAS SUB-PRODUCTOS
56010007,4,5,COSTO VENTAS ACEITE MAEVA
56010008,4,5,COSTO VENTAS CAFE LOCAL
56010009,4,5,COSTO VENTAS SACOS VACIOS
56010010,4,5,COSTOS VENTAS GANADO
56010011,4,5,COSTOS VENTAS MERCADERIA
56010012,4,5,COSTOS VENTAS FERTILIZANTES
56030000,3,5,COSTO VENTAS CAFE
56030001,4,5,COSTO VENTAS CAFE LOCAL
56030002,4,5,COSTO VENTAS CAFE EXPORTACION
56040000,3,5,COSTO VENTAS DIV. AGROPECUARIA
56040001,4,5,COSTO VENTAS DE GANADO Y RECUA
56040005,4,5,COSTO VENTAS FRUTOS MENORES
56040006,4,5,COSTO VENTAS PROD. APICULTURA
56040007,4,5,COSTO VENTAS POSTES, LEÑA, CARBON Y
56040008,4,5,COSTO VENTAS MERCADERIAS VARIAS
56990000,3,5,VARIACIONES DE COSTOS  SD
56990001,4,5,COSTOS SUB-SOBRE APLICADO
56990001-31,5,5,COSTOS SUB-SOBRE APLICADO CAFE PERGAMINO
56990002,4,5,DESCUENTO POR PRONTO PAGO
57000000,2,5,Costos de Promocion
57010000,3,5,PROMOCION
57010001,4,5,ESPACIO GONDOLAS/CABEZALES
57010002,4,5,ASIGNACION GONDOLEROS
57010003,4,5,PROMOCION AL CONSUMIDOR COLOCACION
57010004,4,5,PROMOCION AL CONSUMIDOR PRODUCCION
57010005,4,5,PROMOCION AL COMERCIO COLOCACION
57010006,4,5,PROMOCION AL COMERCIO PRODUCCION
57010007,4,5,PROMOCION - COMRA CAJAS VACIA
57010098,4,5,PTP (PROMOCION TEMPORAL DE PRECIOS)
57010099,4,5,OTROS GASTOS DE PROMOCION
58000000,2,5,Costos de Publicidad
58010000,3,5,PUBLICIDAD
58010001,4,5,PRENSA COLOCACION
58010002,4,5,PRENSA PRODUCCION
58010003,4,5,RADIO COLOCACION
58010004,4,5,RADIO PRODUCCION
58010005,4,5,TELEVISION COLOCACION
58010006,4,5,TELEVISION PRODUCCION
58010007,4,5,PUBLICIDAD EXTERNA COLOCACION
58010008,4,5,PUBLICIDAD EXTERNA PRODUCCION
58010009,4,5,CINE COLOCACION
58010010,4,5,CINE PRODUCCION
58010099,4,5,OTROS GASTOS DE PUBLICIDAD
60000000,1,6,Gastos
61000000,2,6,Gastos de Ventas
61010000,3,6,SUELDOS Y JORNALES
61010001,4,6,SUELDOS Y JORNALES
61010002,4,6,HORAS EXTRAS
61010003,4,6,REGALIA PASCUAL
61010004,4,6,COMISIONES S/VENTAS/COBROS
61010005,4,6,PREMIOS VEND/VISIT/PROM.
61010006,4,6,PAGOS TEMPOREROS
61010007,4,6,PENSIONADOS
61020000,3,6,GASTOS SOCIALES LEGISLADOS
61020002,4,6,VACACIONES
61020003,4,6,A.R.S.
61020004,4,6,A.F.P.
61020005,4,6,RIESGO DE SALUD
61020006,4,6,INFOTEP
61020007,4,6,SEGUROS SOCIAL
61020008,4,6,PRESTACIONES LABORALES
61020010,4,6,SEGURO FAMILIAR DE SALUD
61030000,3,6,GASTOS SOCIALES VOLUNTARIOS
61030001,4,6,SEGUROS MEDICO Y DE VIDA
61030002,4,6,GASTOS COMEDOR EMPLEADOS
61030004,4,6,ATENCION FUNCIONARIOS Y EMP.
61030005,4,6,RECLUTAMIENTO Y SELECCION
61030006,4,6,BONO VACACIONAL
61030007,4,6,SEGURO MEDICO (OBREROS)
61030008,4,6,AYUDAS Y REGALOS AL PERSONAL
61030009,4,6,ACTIVIDADES CON EL PERSONAL
61030010,4,6,AUSENCIAS PAGADAS
61030011,4,6,TRANSPORTE AL PERSONAL
61040000,3,6,CAPACITACION
61040001,4,6,CAPACITACION Y ENTRENAMIENTO INTERN
61040002,4,6,CAPACITACION Y ENTRENAMIENTO EXTERN
61040003,4,6,CONVENCIONES Y REUNIONES DE TRABAJO
61050000,3,6,ALQUILERES Y ARRENDAMIENTOS
61050001,4,6,ALQUILER EDIFICIO
61050002,4,6,ALQUILER VEHICULOS Y/O MOVIL
61050004,4,6,ALQUILER DE EQUIPOS
61050005,4,6,OTROS ALQUILERES
61060000,3,6,SEGUROS
61060001,4,6,SEGUROS INCENDIOS Y ALIADOS
61060002,4,6,SEGUROS DE VEHICULOS
61060003,4,6,SEGUROS RESPONSABILIDAD CIVIL
61070000,3,6,ENERGIA
61070001,4,6,ENERGIA ELECTRICA
61070002,4,6,COMBUSTIBLES Y LUBRICANTES
61080000,3,6,AGUA Y BASURA
61080001,4,6,AGUA
61080002,4,6,BASURA
61090000,3,6,COMUNICACIONES
61090001,4,6,TELEFONOS
61090002,4,6,TELEFONOS CELULARES
61090003,4,6,TELEFONOS DIRECTOS
61090004,4,6,FRAME RELAY
61090005,4,6,CORREO Y CURRIER
61100000,3,6,SERVICIO DE VIGILANCIA
61100001,4,6,VIGILANCIA Y P.PERSONA MORALES
61100002,4,6,VIGILANCIA PERSONA FISICA
61110000,3,6,GRATIF., CUOTAS Y CONTRIB.
61110001,4,6,CONGRESO Y SIMPOSIO
61110002,4,6,GRATIFICACIONES Y CONTRIBUCION
61110003,4,6,PROGRAMA DE BECAS
61110004,4,6,DONACIONES
61130000,3,6,VIAJES Y REPRESENTACION
61130001,4,6,VIAJES Y REPRESENTACION LOCAL
61130002,4,6,VIAJES Y REPRESENTACION EXTERIOR
61130003,4,6,DIETAS Y DORMITORIOS
61140000,3,6,GASTOS VEHICULOS
61140001,4,6,COMBUSTIBLES
61140002,4,6,REPARACIONES DE VEHICULOS
61140003,4,6,MANTENIMIENTOS DE VEHICULOS
61140004,4,6,IMPUESTOS, PLACAS Y REVISTAS
61140005,4,6,VEHICULOS DEL PERSONAL
61140006,4,6,OTROS
61170000,3,6,TRANSPORTE VARIOS
61170001,4,6,TRANSPORTE DE VALORES
61170002,4,6,TRANSPORTE DE VALIJA
61180000,3,6,PUBLICACIONES Y SUSCRIPCIONES
61180001,4,6,PUBLICACIONES
61180002,4,6,SUSCRIPCIONES
61180003,4,6,LA GARZETA
61190000,3,6,SERVICIOS PROFESIONALES
61190001,4,6,ASESORIA Y GASTOS LEGALES
61190002,4,6,AUDITORIA EXTERNA
61190003,4,6,ASESORIA IMPOSITIVA
61190004,4,6,ASESORIA ECONOMICA
61190005,4,6,ASESORIA LABORAL
61190006,4,6,ASESORIA INFORMATICA
61190007,4,6,ASESORIA CREDITICIA
61200000,3,6,MATERIALES AUXILIARES
61200001,4,6,MATERIALES DE OFICINA
61200002,4,6,IMPRESOS
61200003,4,6,MATERIAL TECNICO (IT)
61200004,4,6,PROGRAMAS
61210000,3,6,GASTOS DE ALMACENAMIENTO
61210001,4,6,ALMACENAMIENTO DE INVENTARIO
61210002,4,6,GASTOS DE PALETAS
61210003,4,6,COMBUSTIBLES MONTACARGAS
61210004,4,6,OTROS GASTOS DE ALMACEN
61220000,3,6,CONSERVACION Y MANTENIMIENTO
61220001,4,6,MANO DE OBRA TERCERO-TERRENO
61220002,4,6,MANO DE OBRA TERCERO-EDIFICIO
61220003,4,6,MANO DE OBRA TERCERO-MAQUINARIA Y E
61220004,4,6,MANO DE OBRA TERCERO-MOBILIARIO Y U
61220005,4,6,MANO DE OBRA TERCERO-TECNOLOGIA DE
61220006,4,6,MATERIALES TERRENO
61220007,4,6,MATERIALES EDIFICIO
61220008,4,6,MATERIALES MAQUINARIA Y EQUIPO
61220009,4,6,MATERIALES MOBILIARIO Y UTILES
61220010,4,6,MATERIALES TECNOLOGIA DE INFORMACIO
61220011,4,6,MANO DE OBRA PROPIA-TERRENO
61220012,4,6,MANO DE OBRA PROPIA-EDIFICIO
61220013,4,6,MANO DE OBRA PROPIA-MAQUINARIA Y EQ
61220014,4,6,MANO DE OBRA PROPIA-MOBILIARIO Y UT
61220015,4,6,MANO DE OBRA PROPIA-TECNOLOGIA DE I
61230000,3,6,REPARACIONES
61230001,4,6,MANO DE OBRA TERCERO-TERRENO
61230002,4,6,MANO DE OBRA TERCERO-EDIFICIO
61230003,4,6,MANO DE OBRA TERCERO-MAQUINARIA Y E
61230004,4,6,MANO DE OBRA TERCERO-MOBILIARIO Y U
61230005,4,6,MANO DE OBRA TERCERO-TECNOLOGIA DE
61230006,4,6,MATERIALES TERRENO
61230007,4,6,MATERIALES EDIFICIO
61230008,4,6,MATERIALES MAQUINARIA Y EQUIPO
61230009,4,6,MATERIALES MOBILIARIO Y UTILES
61230010,4,6,MATERIALES TECNOLOGIA DE INFORMACIO
61230011,4,6,MANO DE OBRA PROPIA-TERRENO
61230012,4,6,MANO DE OBRA PROPIA-EDIFICIO
61230013,4,6,MANO DE OBRA PROPIA-MAQUINARIA Y EQ
61230014,4,6,MANO DE OBRA PROPIA-MOBILIARIO Y UT
61230015,4,6,MANO DE OBRA PROPIA-TECNOLOGIA DE I
61260000,3,6,GASTOS SERVICIO TECNICO
61260001,4,6,EFECTOS TALLER MECANICO
61260002,4,6,ALMACEN DE REPUESTOS
61270000,3,6,MATERIALES DIVERSOS
61270001,4,6,FABRICACION/EMBALAJE
61270002,4,6,MATERIALES DE LIMPIEZA
61290000,3,6,DEPRECIACION
61290002,4,6,DEPRECIACION EDIFICACIONES
61290003,4,6,DEPRECIACION MAQUINARIAS Y EQUIPOS
61290004,4,6,DEPRECIACION MOBILIARIOS Y EQUIPOS
61290005,4,6,DEPRECIACION VEHICULOS
61290006,4,6,DEPRECIACION TECNOLOGIA DE INFORMAC
61350000,3,6,FLETES Y ACARREOS
61350003,4,6,SERVICIOS DE ALMACENAMIENTO Y DIST.
63000000,2,6,Gastos de Transportacion
63010000,3,6,SUELDOS Y JORNALES
63010001,4,6,SUELDOS Y JORNALES
63010002,4,6,HORAS EXTRAS
63010003,4,6,REGALIA PASCUAL
63010004,4,6,COMISIONES S/VENTAS/COBROS
63010005,4,6,PREMIOS VEND/VISIT/PROM.
63010006,4,6,PAGOS TEMPOREROS
63010007,4,6,PENSIONADOS
63010008,4,6,CARGA, DESCARGA Y ESTIBAS
63020000,3,6,GASTOS SOCIALES LEGISLADOS
63020002,4,6,VACACIONES
63020003,4,6,A.R.S.
63020004,4,6,A.F.P.
63020005,4,6,RIESGO DE SALUD
63020006,4,6,INFOTEP
63020007,4,6,SEGUROS SOCIAL
63020008,4,6,PRESTACIONES LABORALES
63020010,4,6,SEGURO FAMILIAR DE SALUD
63030000,3,6,GASTOS SOCIALES VOLUNTARIOS
63030001,4,6,SEGUROS MEDICO Y DE VIDA
63030002,4,6,GASTOS COMEDOR EMPLEADOS
63030004,4,6,ATENCION FUNCIONARIOS Y EMP.
63030005,4,6,RECLUTAMIENTO Y SELECCION
63030006,4,6,BONO VACACIONAL
63030007,4,6,SEGURO MEDICO (OBREROS)
63030008,4,6,AYUDAS Y REGALOS AL PERSONAL
63030009,4,6,ACTIVIDADES CON EL PERSONAL
63030010,4,6,AUSENCIAS PAGADAS
63030011,4,6,TRANSPORTE AL PERSONAL
63040000,3,6,CAPACITACION
63040001,4,6,CAPACITACION Y ENTRENAMIENTO INTERN
63040002,4,6,CAPACITACION Y ENTRENAMIENTO EXTERN
63040003,4,6,CONVENCIONES Y REUNIONES DE TRABAJO
63050000,3,6,ALQUILERES Y ARRENDAMIENTOS
63050001,4,6,ALQUILER EDIFICIO
63050002,4,6,ALQUILER VEHICULOS Y/O MOVIL
63050004,4,6,ALQUILER DE EQUIPOS
63050005,4,6,OTROS ALQUILERES
63060000,3,6,SEGUROS
63060001,4,6,SEGUROS INCENDIOS Y ALIADOS
63060002,4,6,SEGUROS DE VEHICULOS
63060003,4,6,SEGUROS RESPONSABILIDAD CIVIL
63070000,3,6,ENERGIA
63070001,4,6,ENERGIA ELECTRICA
63070002,4,6,COMBUSTIBLES Y LUBRICANTES
63080000,3,6,AGUA Y BASURA
63080001,4,6,AGUA
63080002,4,6,BASURA
63090000,3,6,COMUNICACIONES
