numero_cta,nivel,tipo_cta,nombre
63090001,4,6,TELEFONOS
63090002,4,6,TELEFONOS CELULARES
63090003,4,6,TELEFONOS DIRECTOS
63090004,4,6,FRAME RELAY
63090005,4,6,CORREO Y CURRIER
63100000,3,6,SERVICIO DE VIGILANCIA
63100001,4,6,VIGILANCIA Y P.PERSONA MORALES
63100002,4,6,VIGILANCIA PERSONA FISICA
63110000,3,6,GRATIF., CUOTAS Y CONTRIB.
63110001,4,6,CONGRESO Y SIMPOSIO
63110002,4,6,GRATIFICACIONES Y CONTRIBUCION
63110003,4,6,PROGRAMA DE BECAS
63110004,4,6,DONACIONES
63130000,3,6,VIAJES Y REPRESENTACION
63130001,4,6,VIAJES Y REPRESENTACION LOCAL
63130002,4,6,VIAJES Y REPRESENTACION EXTERIOR
63130003,4,6,DIETAS Y DORMITORIOS
63130003-41,5,6,DIETAS Y DORMITORIOS JEEP RANCHO ARRIBA
63140000,3,6,GASTOS VEHICULOS
63140001,4,6,COMBUSTIBLES
63140001-41,5,6,COMBUSTIBLES JEEP RANCHO ARRIBA
63140001-42,5,6,COMBUSTIBLES TRACTOR LA COLONIA
63140002,4,6,REPARACIONES DE VEHICULOS
63140002-41,5,6,REPARACIONES DE VEHICULOS JEEP RANCHO ARRIBA
63140002-42,5,6,REPARACIONES DE VEHICULOS TRACTOR LA COLONIA
63140003,4,6,MANTENIMIENTOS DE VEHICULOS
63140003-41,5,6,MANTENIMIENTOS DE VEHICULOS JEEP RANCHO ARRIBA
63140004,4,6,IMPUESTOS, PLACAS Y REVISTAS
63140005,4,6,VEHICULOS DEL PERSONAL
63140006,4,6,OTROS
63140007,4,6,NEUMATICOS
63140007-00,5,6,NEUMATICOS GENERAL
63140007-41,5,6,NEUMATICOS JEEP RANCHO ARRIBA
63140007-42,5,6,NEUMATICOS TRACTOR LA COLONIA
63170000,3,6,TRANSPORTE VARIOS
63170001,4,6,TRANSPORTE DE VALORES
63170002,4,6,TRANSPORTE DE VALIJA
63180000,3,6,PUBLICACIONES Y SUSCRIPCIONES
63180001,4,6,PUBLICACIONES
63180002,4,6,SUSCRIPCIONES
63180003,4,6,LA GARZETA
63190000,3,6,SERVICIOS PROFESIONALES
63190001,4,6,ASESORIA Y GASTOS LEGALES
63190002,4,6,AUDITORIA EXTERNA
63190003,4,6,ASESORIA IMPOSITIVA
63190004,4,6,ASESORIA ECONOMICA
63190005,4,6,ASESORIA LABORAL
63190006,4,6,ASESORIA INFORMATICA
63190007,4,6,ASESORIA CREDITICIA
63190008,4,6,ASESORIA Y SERVICIOS ADMINISTRATIVOS
63200000,3,6,MATERIALES AUXILIARES
63200001,4,6,MATERIALES DE OFICINA
63200002,4,6,IMPRESOS
63200003,4,6,MATERIAL TECNICO (IT)
63200004,4,6,PROGRAMAS
63210000,3,6,GASTOS DE ALMACENAMIENTO
63210001,4,6,ALMACENAMIENTO DE INVENTARIO
63210002,4,6,GASTOS DE PALETAS
63210003,4,6,COMBUSTIBLES MONTACARGAS
63210004,4,6,OTROS GASTOS DE ALMACEN
63220000,3,6,CONSERVACION Y MANTENIMIENTO
63220001,4,6,MANO DE OBRA TERCERO-TERRENO
63220002,4,6,MANO DE OBRA TERCERO-EDIFICIO
63220003,4,6,MANO DE OBRA TERCERO-MAQUINARIA Y E
63220004,4,6,MANO DE OBRA TERCERO-MOBILIARIO Y U
63220005,4,6,MANO DE OBRA TERCERO-TECNOLOGIA DE
63220006,4,6,MATERIALES TERRENO
63220007,4,6,MATERIALES EDIFICIO
63220008,4,6,MATERIALES MAQUINARIA Y EQUIPO
63220009,4,6,MATERIALES MOBILIARIO Y UTILES
63220010,4,6,MATERIALES TECNOLOGIA DE INFORMACIO
63220011,4,6,MENSURA-TERRENO
63220012,4,6,MANO DE OBRA PROPIA-EDIFICIO
63220013,4,6,MANO DE OBRA PROPIA-MAQUINARIA Y EQ
63220014,4,6,MANO DE OBRA PROPIA-MOBILIARIO Y UT
63220015,4,6,MANO DE OBRA PROPIA-TECNOLOGIA DE I
63230000,3,6,REPARACIONES
63230001,4,6,MANO DE OBRA TERCERO-TERRENO
63230002,4,6,MANO DE OBRA TERCERO-EDIFICIO
63230003,4,6,MANO DE OBRA TERCERO-MAQUINARIA Y E
63230004,4,6,MANO DE OBRA TERCERO-MOBILIARIO Y U
63230005,4,6,MANO DE OBRA TERCERO-TECNOLOGIA DE
63230006,4,6,MATERIALES TERRENO
63230007,4,6,MATERIALES EDIFICIO
63230008,4,6,MATERIALES MAQUINARIA Y EQUIPO
63230009,4,6,MATERIALES MOBILIARIO Y UTILES
63230010,4,6,MATERIALES TECNOLOGIA DE INFORMACIO
63230011,4,6,MANO DE OBRA PROPIA-TERRENO
63230012,4,6,MANO DE OBRA PROPIA-EDIFICIO
63230013,4,6,MANO DE OBRA PROPIA-MAQUINARIA Y EQ
63230014,4,6,MANO DE OBRA PROPIA-MOBILIARIO Y UT
63230015,4,6,MANO DE OBRA PROPIA-TECNOLOGIA DE I
63260000,3,6,GASTOS SERVICIO TECNICO
63260001,4,6,EFECTOS TALLER MECANICO
63260002,4,6,ALMACEN DE REPUESTOS
63270000,3,6,MATERIALES DIVERSOS
63270001,4,6,FABRICACION/EMBALAJE
63270002,4,6,MATERIALES DE LIMPIEZA
63290000,3,6,DEPRECIACION
63290002,4,6,DEPRECIACION EDIFICACIONES
63290003,4,6,DEPRECIACION MAQUINARIAS Y EQUIPOS
63290004,4,6,DEPRECIACION MOBILIARIOS Y EQUIPOS
63290005,4,6,DEPRECIACION VEHICULOS
63290006,4,6,DEPRECIACION TECNOLOGIA DE INFORMAC
63990000,3,6,APLICACION GASTOS DE TRANSP.
63990001,4,6,APLICACION GASTOS DE TRANSP.
65000000,2,6,Gastos Generales y Administrativos
65010000,3,6,SUELDOS Y JORNALES
65010001,4,6,SUELDOS Y JORNALES
65010002,4,6,HORAS EXTRAS
65010003,4,6,REGALIA PASCUAL
65010003-00,5,6,REGALIA PASCUAL GENERAL
65010004,4,6,COMISIONES/VENTAS
65010005,4,6,PREMIOS VEND/VISIT/PROM.
65010006,4,6,PAGOS TEMPOREROS
65010007,4,6,PENSIONADOS
65010007-00,5,6,PENSIONADOS GENERAL
65010009,4,6,INCENTIVO
65020000,3,6,GASTOS SOCIALES LEGISLADOS
65020002,4,6,VACACIONES
65020003,4,6,A.R.S.
65020004,4,6,A.F.P.
65020005,4,6,RIESGO DE SALUD
65020006,4,6,INFOTEP
65020007,4,6,SEGUROS SOCIAL
65020008,4,6,PRESTACIONES LABORALES
65020010,4,6,SEGURO FAMILIAR DE SALUD
65030000,3,6,GASTOS SOCIALES VOLUNTARIOS
65030001,4,6,SEGUROS MEDICO Y DE VIDA
65030002,4,6,GASTOS COMEDOR EMPLEADOS
65030004,4,6,ATENCION FUNCIONARIOS Y EMP.
65030004-00,5,6,ATENCION FUNCIONARIOS Y EMP. GENERAL
65030005,4,6,RECLUTAMIENTO Y SELECCION
65030006,4,6,BONO VACACIONAL
65030007,4,6,SEGURO MEDICO (OBREROS)
65030008,4,6,AYUDAS Y REGALOS AL PERSONAL
65030009,4,6,ACTIVIDADES CON EL PERSONAL
65030009-00,5,6,ACTIVIDADES CON EL PERSONAL GENERAL
65030010,4,6,AUSENCIAS PAGADAS
65030011,4,6,TRANSPORTE AL PERSONAL
65040000,3,6,CAPACITACION
65040001,4,6,CAPACITACION Y ENTRENAMIENTO INTERN
65040001-00,5,6,CAPACITACION Y ENTRENAMIENTO INTERN GENERAL
65040002,4,6,CAPACITACION Y ENTRENAMIENTO EXTERN
65040003,4,6,CONVENCIONES Y REUNIONES DE TRABAJO
65050000,3,6,ALQUILERES Y ARRENDAMIENTOS
65050001,4,6,ALQUILER EDIFICIO
65050002,4,6,ALQUILER VEHICULOS Y/O MOVIL
65050004,4,6,ALQUILER DE EQUIPOS
65050005,4,6,OTROS ALQUILERES
65060000,3,6,SEGUROS
65060001,4,6,SEGUROS INCENDIOS Y ALIADOS
65060001-00,5,6,SEGUROS INCENDIOS Y ALIADOS GENERAL
65060002,4,6,SEGUROS DE VEHICULOS
65060003,4,6,SEGUROS RESPONSABILIDAD CIVIL
65060004,4,6,SEGURO DE FIDELIDAD
65060005,4,6,SEGURO TRANSPORTE MERCANCIAS
65060006,4,6,SEGURO PRESTAMO
65070000,3,6,ENERGIA
65070001,4,6,ENERGIA ELECTRICA
65070001-00,5,6,ENERGIA ELECTRICA GENERAL
65070002,4,6,COMBUSTIBLES Y LUBRICANTES
65080000,3,6,AGUA Y BASURA
65080001,4,6,AGUA
65080002,4,6,BASURA
65090000,3,6,COMUNICACIONES
65090001,4,6,TELEFONOS
65090002,4,6,TELEFONOS CELULARES
65090002-00,5,6,TELEFONOS CELULARES GENERAL
65090003,4,6,TELEFONOS DIRECTOS
65090003-00,5,6,TELEFONOS DIRECTOS GENERAL
65090004,4,6,FRAME RELAY
65090005,4,6,CORREO Y CURRIER
65100000,3,6,SERVICIO DE VIGILANCIA
65100001,4,6,VIGILANCIA Y P.PERSONA MORALES
65100002,4,6,VIGILANCIA PERSONA FISICA
65100002-00,5,6,VIGILANCIA PERSONA FISICA GENERAL
65100004,4,6,SISTEMA DE SEGURIDAD
65110000,3,6,GRATIF., CUOTAS Y CONTRIB.
65110001,4,6,CONGRESO Y SIMPOSIO
65110002,4,6,GRATIFICACIONES Y CONTRIBUCION
65110002-00,5,6,GRATIFICACIONES Y CONTRIBUCION GENERAL
65110003,4,6,PROGRAMA DE BECAS
65110004,4,6,DONACIONES
65110004-00,5,6,DONACIONES GENERAL
65130000,3,6,VIAJES Y REPRESENTACION
65130001,4,6,VIAJES Y REPRESENTACION LOCAL
65130001-00,5,6,VIAJES Y REPRESENTACION LOCAL GENERAL
65130002,4,6,VIAJES Y REPRESENTACION EXTERIOR
65130003,4,6,DIETAS Y DORMITORIOS
65140000,3,6,GASTOS VEHICULOS
65140001,4,6,COMBUSTIBLES
65140001-00,5,6,COMBUSTIBLES GENERAL
65140002,4,6,REPARACIONES DE VEHICULOS
65140003,4,6,MANTENIMIENTOS DE VEHICULOS
65140003-00,5,6,MANTENIMIENTOS DE VEHICULOS GENERAL
65140004,4,6,IMPUESTOS, PLACAS Y REVISTAS
65140005,4,6,VEHICULOS DEL PERSONAL
65140006,4,6,OTROS
65170000,3,6,TRANSPORTE VARIOS
65170001,4,6,TRANSPORTE DE VALORES
65170002,4,6,TRANSPORTE DE VALIJA
65170003,4,6,TRANSPORTE GENERAL
65180000,3,6,PUBLICACIONES Y SUSCRIPCIONES
65180001,4,6,PUBLICACIONES
65180002,4,6,SUSCRIPCIONES
65180002-00,5,6,SUSCRIPCIONES GENERAL
65180003,4,6,LA GARZETA
65190000,3,6,SERVICIOS PROFESIONALES
65190001,4,6,ASESORIA Y GASTOS LEGALES
65190001-00,5,6,ASESORIA Y GASTOS LEGALES GENERAL
65190002,4,6,AUDITORIA EXTERNA
65190003,4,6,ASESORIA IMPOSITIVA
65190004,4,6,ASESORIA ECONOMICA
65190005,4,6,ASESORIA LABORAL
65190006,4,6,ASESORIA INFORMATICA
65190007,4,6,ASESORIA CREDITICIA
65190008,4,6,ASESORIA AGRICOLA
65200000,3,6,MATERIALES AUXILIARES
65200001,4,6,MATERIALES DE OFICINA
65200001-00,5,6,MATERIALES DE OFICINA GENERAL
65200002,4,6,IMPRESOS
65200003,4,6,MATERIAL TECNICO (IT)
65200004,4,6,PROGRAMAS
65210000,3,6,GASTOS DE ALMACENAMIENTO
65210001,4,6,ALMACENAMIENTO DE INVENTARIO
65210002,4,6,GASTOS DE PALETAS
65210003,4,6,COMBUSTIBLES MONTACARGAS
65210004,4,6,OTROS GASTOS DE ALMACEN
65220000,3,6,CONSERVACION Y MANTENIMIENTO
65220001,4,6,MANO DE OBRA TERCERO-TERRENO
65220002,4,6,MANO DE OBRA TERCERO-EDIFICIO
65220003,4,6,MANO DE OBRA TERCERO-MAQUINARIA Y E
65220004,4,6,MANO DE OBRA TERCERO-MOBILIARIO Y U
65220005,4,6,MANO DE OBRA TERCERO-TECNOLOGIA DE
65220006,4,6,MATERIALES TERRENO
65220007,4,6,MATERIALES EDIFICIO
65220008,4,6,MATERIALES MAQUINARIA Y EQUIPO
65220008-00,5,6,MATERIALES MAQUINARIA Y EQUIPO GENERAL
65220009,4,6,MATERIALES MOBILIARIO Y UTILES
65220010,4,6,MATERIALES TECNOLOGIA DE INFORMACIO
65220010-00,5,6,MATERIALES TECNOLOGIA DE INFORMACIO GENERAL
65220011,4,6,MANO DE OBRA PROPIA-TERRENO
65220012,4,6,MANO DE OBRA PROPIA-EDIFICIO
65220013,4,6,MANO DE OBRA PROPIA-MAQUINARIA Y EQ
65220014,4,6,MANO DE OBRA PROPIA-MOBILIARIO Y UT
65220015,4,6,MANO DE OBRA PROPIA-TECNOLOGIA DE I
65230000,3,6,REPARACIONES
65230001,4,6,MANO DE OBRA TERCERO-TERRENO
652300016-00,3,6,MANTENIMIENTO EQUIPOS
65230002,4,6,MANO DE OBRA TERCERO-EDIFICIO
65230003,4,6,MANO DE OBRA TERCERO-MAQUINARIA Y E
65230004,4,6,MANO DE OBRA TERCERO-MOBILIARIO Y U
65230005,4,6,MANO DE OBRA TERCERO-TECNOLOGIA DE
65230006,4,6,MATERIALES TERRENO
65230007,4,6,MATERIALES EDIFICIO
65230007-00,5,6,MATERIALES EDIFICIO GENERAL
65230008,4,6,MATERIALES MAQUINARIA Y EQUIPO
65230009,4,6,MATERIALES MOBILIARIO Y UTILES
65230010,4,6,MATERIALES TECNOLOGIA DE INFORMACIO
65230011,4,6,MANO DE OBRA PROPIA-TERRENO
65230012,4,6,MANO DE OBRA PROPIA-EDIFICIO
65230013,4,6,MANO DE OBRA PROPIA-MAQUINARIA Y EQ
65230014,4,6,MANO DE OBRA PROPIA-MOBILIARIO Y UT
65230015,4,6,MANO DE OBRA PROPIA-TECNOLOGIA DE I
65260000,3,6,GASTOS SERVICIO TECNICO
65260001,4,6,EFECTOS TALLER MECANICO
65260002,4,6,ALMACEN DE REPUESTOS
65270000,3,6,MATERIALES DIVERSOS
65270001,4,6,FABRICACION/EMBALAJE
65270002,4,6,MATERIALES DE LIMPIEZA
65270002-00,5,6,MATERIALES DE LIMPIEZA GENERAL
65270002-01,5,6,LIMPIEZA DE OFICINA GENERAL
65290000,3,6,DEPRECIACION
65290002,4,6,DEPRECIACION EDIFICACIONES
65290003,4,6,DEPRECIACION MAQUINARIAS Y EQUIPOS
65290004,4,6,DEPRECIACION MOBILIARIOS Y EQUIPOS
65290005,4,6,DEPRECIACION VEHICULOS
65290006,4,6,DEPRECIACION TECNOLOGIA DE INFORMAC
65960000,3,6,BONIFICACIONES
65960001,4,6,BONIFICACIONES
65970000,3,6,OTROS GASTOS GENERALES
65970001,4,6,GASTOS DE ORGANIZACION
65970002,4,6,AMORTIZACION MEJORAS
65970003,4,6,RETRIBUCIONES COMPLEMENTARIAS
65970005,4,6,GTOS. NO ADMITIDOS POR LA DGII
65970006,4,6,PERDIDA EN RETIRO ACTIVO FIJO
65970007,4,6,PERDIDA EN RECLAM.DE SEGUROS
65970008,4,6,AMNISTIA FISCAL
65970009,4,6,COMISIONES VARIAS
65970010,4,6,COMS.MANEJO PREST.PIGN.ARROZ
65970011,4,6,MISCELANEOS
65970011-00,5,6,MISCELANEOS GENERAL
65970012,4,6,LEY 11-92  ART.382  ISR 0.15% BCOS.
65970013,4,6,ASISTENCIA ECONOMICA
65970014,4,6,DESCUENTOS POR SERVICIOS
65970015,4,6,ITBIS POR SERVICIOS
65970096,4,6,AJUSTE POR PRECISION RD$
65970097,4,6,AJUSTE POR PRECISION US$
65970098,4,6,GASTOS SIN NCF O NCF NO VALIDO
65980000,3,6,RESULTADO CAMBIARIO
65980001,4,6,DIFERENCIA FLUCTUACION CAMBIARIA(PR
65980002,4,6,DIFERENCIA FLUCTUACION CAMBIARIA(EX
65980003,4,6,DIFERENCIA FLUCTUACION CAMBIARIA MP
65990000,3,6,CUENTAS DUDOSAS
65990001,4,6,CUENTAS DUDOSAS
65990002,4,6,BONOS BANCO DE RESERVAS
65990003,4,6,RECLASIFICACION CUENTAS INICIALES
69000000,2,6,Gastos Financieros
69010000,3,6,INTERESES/PRESTAMOS
69010001,4,6,BANCO B.H.D, S.A.
69010002,4,6,BANCO DE RESERVAS R.D.
69010003,4,6,BANCO POPULAR DOMINICANO
69010004,4,6,BANCO NOVA SCOTIA
69010005,4,6,INT/PRESTAMOS BANCARIOS
69010006,4,6,COTISA-BHD
69010007,4,6,BANCREDITO
69010008,4,6,DEPOSITO PERSONA MORALES
69010009,4,6,DEPOSITO PERSONA FISICA
69010010,4,6,BANCO METROPOLITANO, S.A.
69010099,4,6,ITBIS POR SERVICIOS
69020000,3,6,OTROS GASTOS FINANCIEROS
69020001,4,6,COMISIONES Y GASTOS BANCARIOS
69020001-00,5,6,COMISIONES Y GASTOS BANCARIOS GENERAL
69020002,4,6,OTROS INTERESES
69020003,4,6,COMS.MANEJO PREST. PIGNORADO
70000000,1,6,COSTOS Y GASTOS DIVERSOS
